date,fomc_pol,fomc_subj,fomc_wc,wc_raw
2021-11-03,0.27272726033057904,0.07051282028681788,6.429719478039138,620
2021-12-15,0.1999999900000005,0.07490636676065031,6.267200548541362,527
2022-01-26,0.12499999218750048,0.07339449507617204,6.077642243349034,436
2022-03-16,-0.14285713265306196,0.07407407368214776,5.869296913133774,354
2022-05-04,-0.3333333111111126,0.07425742537496324,5.918893854273146,372
2022-06-15,-0.23076921301775286,0.06632653027384423,5.924255797414532,374
2022-07-27,-0.09090908264462885,0.06285714249795919,5.765191102784844,319
2022-09-21,-0.09090908264462885,0.06249999964488637,5.768320995793772,320
2022-11-02,-0.12499999218750048,0.07441860430502975,5.968707559985366,391
2022-12-14,-0.12499999218750048,0.07476635479081142,5.968707559985366,391
2023-02-01,-0.12499999218750048,0.08376963306926893,5.855071922202427,349
2023-03-22,0.0,0.0761904758276644,5.942799375126701,381
2023-05-03,-0.06666666222222252,0.07853403100243964,5.849324779946859,347
2023-06-14,-0.06666666222222252,0.07537688404333225,5.877735781779639,357
2023-07-26,-0.06666666222222252,0.0773195872303114,5.855071922202427,349
2023-09-20,-0.12499999218750048,0.08121827369939963,5.869296913133774,354
2023-11-01,-0.06666666222222252,0.07614213159318715,5.886104031450156,360
2023-12-13,-0.17647057785467188,0.084999999575,5.916202062607435,371
2024-01-31,0.19999998666666757,0.08333333287037037,5.857933154483459,350
2024-03-20,0.19999998666666757,0.08379888221341407,5.840641657373398,344
2024-05-01,-0.04761904535147403,0.09813084066293999,6.045005314036012,422
2024-06-12,0.17647057785467188,0.09189189139517896,5.8805329864007,358
2024-07-31,0.17647057785467188,0.08808290109801606,5.926926025970411,375
2024-09-18,0.17647057785467188,0.08900523513609825,5.918893854273146,372
2024-11-07,0.0,0.07954545409349174,5.811140992976701,334
2024-12-18,0.0,0.0748663097600732,5.8888779583328805,361
2025-01-29,0.16666665277777895,0.06896551684502576,5.7745515455444085,322
2025-03-19,-0.14285713265306196,0.06965174094700627,5.942799375126701,381
2025-05-07,0.0,0.06557377013347666,5.823045895483019,338
2025-06-18,-0.09090908264462885,0.06395348800027043,5.739792912179234,311
2025-07-30,0.0,0.0543478257915879,5.831882477283517,341
